ID,Article Title,prediction type,dependency,Publication Year,Source Title,JCR,CAS,mID,metrics,suit,category
117,An Optimized Feature Selection Method Using Ensemble Classifiers in Software Defect Prediction for Healthcare Systems,Intra-release,defect-prone,2022,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,3,4,133,NFIX,Moser,Process
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,133,NFIX,Moser,Process
20,Maximum Entropy Discrimination Poisson Regression for Software Reliability Modeling,Inter-release,defect-number,2015,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,1,134,NAUTH,Moser,Process
73,Cost-Sensitive and Sparse Ladder Network for Software Defect Prediction,Intra-release,defect-prone,2020,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,134,NAUTH,Moser,Process
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,134,NAUTH,Moser,Process
117,An Optimized Feature Selection Method Using Ensemble Classifiers in Software Defect Prediction for Healthcare Systems,Intra-release,defect-prone,2022,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,3,4,134,NAUTH,Moser,Process
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,134,NAUTH,Moser,Process
20,Maximum Entropy Discrimination Poisson Regression for Software Reliability Modeling,Inter-release,defect-number,2015,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,1,135,LINES,Moser,Process
73,Cost-Sensitive and Sparse Ladder Network for Software Defect Prediction,Intra-release,defect-prone,2020,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,135,LINES,Moser,Process
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,135,LINES,Moser,Process
117,An Optimized Feature Selection Method Using Ensemble Classifiers in Software Defect Prediction for Healthcare Systems,Intra-release,defect-prone,2022,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,3,4,135,LINES,Moser,Process
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,135,LINES,Moser,Process
20,Maximum Entropy Discrimination Poisson Regression for Software Reliability Modeling,Inter-release,defect-number,2015,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,1,136,Churn-Moser,Moser,Process
73,Cost-Sensitive and Sparse Ladder Network for Software Defect Prediction,Intra-release,defect-prone,2020,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,136,Churn-Moser,Moser,Process
20,Maximum Entropy Discrimination Poisson Regression for Software Reliability Modeling,Inter-release,defect-number,2015,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,1,137,CHGSET,Moser,Process
73,Cost-Sensitive and Sparse Ladder Network for Software Defect Prediction,Intra-release,defect-prone,2020,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,137,CHGSET,Moser,Process
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,137,CHGSET,Moser,Process
20,Maximum Entropy Discrimination Poisson Regression for Software Reliability Modeling,Inter-release,defect-number,2015,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,1,138,Age-Moser,Moser,Process
73,Cost-Sensitive and Sparse Ladder Network for Software Defect Prediction,Intra-release,defect-prone,2020,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,4,4,138,Age-Moser,Moser,Process
21,Developer Micro Interaction Metrics for Software Defect Prediction,Intra-release,defect-prone,2016,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,1,1,58,Age,Graves,Process
86,DEJIT: A Differential Evolution Algorithm for Effort-Aware Just-in-Time Software Defect Prediction,Intra-release/Inter-release,defect-prone,2021,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,4,4,58,Age,Graves,Process
88,Weighted software metrics aggregation and its application to defect prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,58,Age,Graves,Process
117,An Optimized Feature Selection Method Using Ensemble Classifiers in Software Defect Prediction for Healthcare Systems,Intra-release,defect-prone,2022,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,3,4,58,Age,Graves,Process
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,58,Age,Graves,Process
33,Which type of metrics are useful to deal with class imbalance in software defect prediction?,Intra-release,defect-prone,2017,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,128,Quality metrics,quality,quality
46,Automatically identifying code features for software defect prediction: Using AST N-grams,Intra-release,defect-prone,2019,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,129,AST,semantic,semantic
47,Software Defect Prediction via Attention-Based Recurrent Neural Network,Inter-release,defect-prone,2019,SCIENTIFIC PROGRAMMING,4,4,129,AST,semantic,semantic
51,Seml: A Semantic LSTM Model for Software Defect Prediction,Inter-release/Cross-project,defect-prone,2019,IEEE ACCESS,2,3,129,AST,semantic,semantic
61,Deep Semantic Feature Learning for Software Defect Prediction,Inter-release/Cross-project,defect-prone,2020,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,1,1,129,AST,semantic,semantic
62,SLDeep: Statement-level software defect prediction using deep-learning model on static code features,Inter-release/Cross-project,defect-prone,2020,EXPERT SYSTEMS WITH APPLICATIONS,1,1,129,AST,semantic,semantic
65,How Well Do Change Sequences Predict Defects? Sequence Learning from Software Changes,Inter-release,defect-prone,2020,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,1,1,129,AST,semantic,semantic
66,An Approach to Semantic and Structural Features Learning for Software Defect Prediction,Inter-release,defect-prone,2020,MATHEMATICAL PROBLEMS IN ENGINEERING,4,4,129,AST,semantic,semantic
74,Software defect prediction via LSTM,Inter-release,defect-prone,2020,IET SOFTWARE,3,4,129,AST,semantic,semantic
78,Software defect prediction using hybrid model (CBIL) of convolutional neural network (CNN) and bidirectional long short-term memory (Bi-LSTM),Inter-release,defect-prone,2021,PEERJ COMPUTER SCIENCE,2,4,129,AST,semantic,semantic
80,Attention based GRU-LSTM for software defect prediction,Inter-release,defect-prone,2021,PLOS ONE,2,3,129,AST,semantic,semantic
92,Software Defect Prediction Based on Gated Hierarchical LSTMs,Inter-release,defect-prone,2021,IEEE TRANSACTIONS ON RELIABILITY,1,2,129,AST,semantic,semantic
98,Software defect prediction with semantic and structural information of codes based on Graph Neural Networks,Intra-release/Inter-release/Cross-project,defect-prone,2022,INFORMATION AND SOFTWARE TECHNOLOGY,2,2,129,AST,semantic,semantic
107,An Approach to Software Defect Prediction Combining Semantic Features and Code Changes,Inter-release,defect-prone,2022,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,4,4,129,AST,semantic,semantic
109,Fine-Grained Software Defect Prediction Based on the Method-Call Sequence,Intra-release,defect-density/defect-number,2022,COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,2,3,129,AST,semantic,semantic
113,Cognitive Complexity and Graph Convolutional Approach Over Control Flow Graph for Software Defect Prediction,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,129,AST,semantic,semantic
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,129,AST,semantic,semantic
123,Software Defect Prediction via GCN based on Structural and Context Information,Inter-release,defect-prone,2022,2022 9th International Conference on Dependable Systems and Their Applications (DSA),0,0,129,AST,semantic,semantic
128,Semantic Feature Learning based on Double Sequences Structure for Software Defect Number Prediction,Inter-release,defect-number,2022,"2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)",0,0,129,AST,semantic,semantic
129,Software Defect Prediction via GIN with Hybrid Graphical Features,none,defect-prone,2022,"2022 IEEE 22nd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",0,0,129,AST,semantic,semantic
130,Just-in-time defect prediction based on AST change embedding,Inter-release/Cross-project,defect-prone,2022,Knowledge-Based Systems,0,0,129,AST,semantic,semantic
131,Precise Learning of Source Code Contextual Semantics via Hierarchical Dependence Structure and Graph Attention Networks,Inter-release/Cross-project,defect-prone,2022,Journal of Systems and Software,0,0,129,AST,semantic,semantic
132,Cross-project defect prediction based on G-LSTM model,Cross-project,defect-prone,2022,Pattern Recognition Letters,0,0,129,AST,semantic,semantic
134,Use of Deep Learning Model with Attention Mechanism for Software Fault Prediction,Inter-release/Cross-project,defect-prone,2021,2021 8th International Conference on Dependable Systems and Their Applications (DSA),0,0,129,AST,semantic,semantic
136,Defect Prediction With Semantics and Context Features of Codes Based on Graph Representation Learning,Cross-project,defect-prone,2021,IEEE Transactions on Reliability,0,0,129,AST,semantic,semantic
141,Software Defect Prediction via Transformer,Inter-release,defect-prone,2020,"2020 IEEE 4th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",0,0,129,AST,semantic,semantic
144,An Adversarial Discriminative Convolutional Neural Network for Cross-Project Defect Prediction,Cross-project,defect-prone,2020,IEEE Access,0,0,129,AST,semantic,semantic
147,PathPair2Vec: An AST path pair-based code representation method for defect prediction,Inter-release/Cross-project,defect-prone,2020,Journal of Computer Languages,0,0,129,AST,semantic,semantic
149,An Abstract Syntax Tree Encoding Method for Cross-Project Defect Prediction,Cross-project,defect-prone,2019,IEEE Access,0,0,129,AST,semantic,semantic
152,Automatically classifying source code using tree-based approaches,none,defect-prone,2018,Data & Knowledge Engineering,0,0,129,AST,semantic,semantic
153,Automatically Learning Semantic Features for Defect Prediction,Cross-project/Inter-release,defect-prone,2016,2016 IEEE/ACM 38th International Conference on Software Engineering (ICSE),0,0,129,AST,semantic,semantic
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,8,ANA,Bansiya and Davis,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,8,ANA,Bansiya and Davis,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,10,CIS,Bansiya and Davis,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,10,CIS,Bansiya and Davis,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,12,DCC,Bansiya and Davis,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,12,DCC,Bansiya and Davis,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,13,DSC,Bansiya and Davis,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,13,DSC,Bansiya and Davis,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,16,NOH,Bansiya and Davis,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,16,NOH,Bansiya and Davis,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,18,NOPm,Bansiya and Davis,OO
114,An in-Depth Analysis of the Software Features' Impact on the Performance of Deep Learning-Based Software Defect Predictors,Intra-release,defect-prone,2022,IEEE ACCESS,2,3,18,NOPm,Bansiya and Davis,OO
142,An Empirical Study on The Impact of The Interaction between Feature Selection and Sampling in Defect Prediction,Intra-release,defect-prone,2020,2020 7th International Conference on Dependable Systems and Their Applications (DSA),0,0,18,NOPm,Bansiya and Davis,OO
50,An empirical study on pareto based multi-objective feature selection for software defect prediction,Intra-release,defect-prone,2019,JOURNAL OF SYSTEMS AND SOFTWARE,2,2,77,AID,Henderson-Sellers,OO
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,158,NR(Number of Revisions),Process,Process
79,Evaluating network embedding techniques' performances in software bug prediction,Intra-release,defect-prone,2021,EMPIRICAL SOFTWARE ENGINEERING,2,2,158,NR(Number of Revisions),Process,Process
156,"How, and why, process metrics are better",Inter-release,defect-prone,2013,2013 35th International Conference on Software Engineering (ICSE),0,0,158,NR(Number of Revisions),Process,Process
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,159,NDC(Number of Distinct Commiters),Process,Process
156,"How, and why, process metrics are better",Inter-release,defect-prone,2013,2013 35th International Conference on Software Engineering (ICSE),0,0,159,NDC(Number of Distinct Commiters),Process,Process
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,160,NML(Number of Modified Lines),Process,Process
156,"How, and why, process metrics are better",Inter-release,defect-prone,2013,2013 35th International Conference on Software Engineering (ICSE),0,0,160,NML(Number of Modified Lines),Process,Process
53,An Approach for the Prediction of Number of Software Faults Based on the Dynamic Selection of Learning Techniques,Intra-release/Inter-release,defect-number,2019,IEEE TRANSACTIONS ON RELIABILITY,1,2,161,NDPV(Number of Defects in Previous Version),Process,Process
